,start,end,featlen,totlen,percent,type,name,gene
PKHD1_931_1015_DOMAIN,931.0,1015.0,84.0,4074.0,0.020618556701030927,DOMAIN,IPT/TIG 4,PKHD1
PKHD1_1019_1103_DOMAIN,1019.0,1103.0,84.0,4074.0,0.020618556701030927,DOMAIN,IPT/TIG 5,PKHD1
PKHD1_1108_1192_DOMAIN,1108.0,1192.0,84.0,4074.0,0.020618556701030927,DOMAIN,IPT/TIG 6; atypical,PKHD1
PKHD1_1196_1289_DOMAIN,1196.0,1289.0,93.0,4074.0,0.022827687776141383,DOMAIN,IPT/TIG 7,PKHD1
PKHD1_1301_1382_DOMAIN,1301.0,1382.0,81.0,4074.0,0.019882179675994108,DOMAIN,IPT/TIG 8; atypical,PKHD1
PKHD1_1389_1481_DOMAIN,1389.0,1481.0,92.0,4074.0,0.022582228767795778,DOMAIN,IPT/TIG 9,PKHD1
PKHD1_1486_1570_DOMAIN,1486.0,1570.0,84.0,4074.0,0.020618556701030927,DOMAIN,IPT/TIG 10,PKHD1
PKHD1_1573_1659_DOMAIN,1573.0,1659.0,86.0,4074.0,0.02110947471772214,DOMAIN,IPT/TIG 11,PKHD1
PKHD1_1658_1742_DOMAIN,1658.0,1742.0,84.0,4074.0,0.020618556701030927,DOMAIN,IPT/TIG 12; atypical,PKHD1
PKHD1_1932_2053_DOMAIN,1932.0,2053.0,121.0,4074.0,0.02970054000981836,DOMAIN,G8 1,PKHD1
PKHD1_2747_2873_DOMAIN,2747.0,2873.0,126.0,4074.0,0.030927835051546393,DOMAIN,G8 2,PKHD1
PTEN_14_185_DOMAIN,14.0,185.0,171.0,403.0,0.42431761786600497,DOMAIN,Phosphatase tensin-type,PTEN
PTEN_190_350_DOMAIN,190.0,350.0,160.0,403.0,0.3970223325062035,DOMAIN,C2 tensin-type,PTEN
PTEN_338_348_REGION,338.0,348.0,10.0,403.0,0.02481389578163772,REGION,Required for interaction with NOP53,PTEN
PTEN_401_403_REGION,401.0,403.0,2.0,403.0,0.004962779156327543,REGION,PDZ domain-binding,PTEN
SOX2,,,,317.0,,,,SOX2
ABCG2_37_286_DOMAIN,37.0,286.0,249.0,655.0,0.3801526717557252,DOMAIN,ABC transporter,ABCG2
ABCG2_389_651_DOMAIN,389.0,651.0,262.0,655.0,0.4,DOMAIN,ABC transmembrane type-2,ABCG2
BRCA1_1642_1736_DOMAIN,1642.0,1736.0,94.0,1863.0,0.05045625335480408,DOMAIN,BRCT 1,BRCA1
BRCA1_1756_1855_DOMAIN,1756.0,1855.0,99.0,1863.0,0.05314009661835749,DOMAIN,BRCT 2,BRCA1
BRCA1_1397_1424_REGION,1397.0,1424.0,27.0,1863.0,0.014492753623188406,REGION,Interaction with PALB2,BRCA1
EPHA3_29_207_DOMAIN,29.0,207.0,178.0,983.0,0.18107833163784334,DOMAIN,Eph LBD,EPHA3
EPHA3_325_435_DOMAIN,325.0,435.0,110.0,983.0,0.11190233977619532,DOMAIN,Fibronectin type-III 1,EPHA3
EPHA3_436_531_DOMAIN,436.0,531.0,95.0,983.0,0.09664292980671414,DOMAIN,Fibronectin type-III 2,EPHA3
EPHA3_621_882_DOMAIN,621.0,882.0,261.0,983.0,0.26551373346897256,DOMAIN,Protein kinase,EPHA3
EPHA3_911_975_DOMAIN,911.0,975.0,64.0,983.0,0.06510681586978637,DOMAIN,SAM,EPHA3
EPHA3_981_983_MOTIF,981.0,983.0,2.0,983.0,0.002034587995930824,MOTIF,PDZ-binding,EPHA3
FLT3_253_343_DOMAIN,253.0,343.0,90.0,993.0,0.09063444108761329,DOMAIN,Ig-like C2-type,FLT3
FLT3_610_943_DOMAIN,610.0,943.0,333.0,993.0,0.33534743202416917,DOMAIN,Protein kinase,FLT3
FLT3_591_597_REGION,591.0,597.0,6.0,993.0,0.006042296072507553,REGION,Important for normal regulation of the kinase activity and for maintaining the kinase in an inactive state in the absence of bound ligand,FLT3
FLT4_30_127_DOMAIN,30.0,127.0,97.0,1363.0,0.07116654438738078,DOMAIN,Ig-like C2-type 1,FLT4
FLT4_151_213_DOMAIN,151.0,213.0,62.0,1363.0,0.04548789435069699,DOMAIN,Ig-like C2-type 2,FLT4
FLT4_219_326_DOMAIN,219.0,326.0,107.0,1363.0,0.07850330154071901,DOMAIN,Ig-like C2-type 3,FLT4
FLT4_331_415_DOMAIN,331.0,415.0,84.0,1363.0,0.061628760088041086,DOMAIN,Ig-like C2-type 4,FLT4
FLT4_422_552_DOMAIN,422.0,552.0,130.0,1363.0,0.09537784299339692,DOMAIN,Ig-like C2-type 5,FLT4
FLT4_555_671_DOMAIN,555.0,671.0,116.0,1363.0,0.0851063829787234,DOMAIN,Ig-like C2-type 6,FLT4
FLT4_678_764_DOMAIN,678.0,764.0,86.0,1363.0,0.06309611151870873,DOMAIN,Ig-like C2-type 7,FLT4
FLT4_845_1173_DOMAIN,845.0,1173.0,328.0,1363.0,0.24064563462949376,DOMAIN,Protein kinase,FLT4
NRAS_166_185_REGION,166.0,185.0,19.0,189.0,0.10052910052910052,REGION,Hypervariable region,NRAS
NRAS_32_40_MOTIF,32.0,40.0,8.0,189.0,0.042328042328042326,MOTIF,Effector region,NRAS
NTRK2_32_61_DOMAIN,32.0,61.0,29.0,822.0,0.03527980535279805,DOMAIN,LRRNT,NTRK2
NTRK2_148_196_DOMAIN,148.0,196.0,48.0,822.0,0.058394160583941604,DOMAIN,LRRCT,NTRK2
NTRK2_197_282_DOMAIN,197.0,282.0,85.0,822.0,0.10340632603406326,DOMAIN,Ig-like C2-type 1,NTRK2
NTRK2_295_365_DOMAIN,295.0,365.0,70.0,822.0,0.0851581508515815,DOMAIN,Ig-like C2-type 2,NTRK2
NTRK2_538_807_DOMAIN,538.0,807.0,269.0,822.0,0.32725060827250607,DOMAIN,Protein kinase,NTRK2
NTRK2_455_466_REGION,455.0,466.0,11.0,822.0,0.01338199513381995,REGION,Interaction with MAPK8IP3/JIP3,NTRK2
PTPRD_24_114_DOMAIN,24.0,114.0,90.0,1912.0,0.04707112970711297,DOMAIN,Ig-like C2-type 1,PTPRD
PTPRD_126_224_DOMAIN,126.0,224.0,98.0,1912.0,0.051255230125523014,DOMAIN,Ig-like C2-type 2,PTPRD
PTPRD_236_318_DOMAIN,236.0,318.0,82.0,1912.0,0.04288702928870293,DOMAIN,Ig-like C2-type 3,PTPRD
PTPRD_325_415_DOMAIN,325.0,415.0,90.0,1912.0,0.04707112970711297,DOMAIN,Fibronectin type-III 1,PTPRD
PTPRD_420_516_DOMAIN,420.0,516.0,96.0,1912.0,0.0502092050209205,DOMAIN,Fibronectin type-III 2,PTPRD
PTPRD_518_607_DOMAIN,518.0,607.0,89.0,1912.0,0.04654811715481171,DOMAIN,Fibronectin type-III 3,PTPRD
PTPRD_612_709_DOMAIN,612.0,709.0,97.0,1912.0,0.05073221757322176,DOMAIN,Fibronectin type-III 4,PTPRD
PTPRD_714_822_DOMAIN,714.0,822.0,108.0,1912.0,0.056485355648535567,DOMAIN,Fibronectin type-III 5,PTPRD
PTPRD_823_916_DOMAIN,823.0,916.0,93.0,1912.0,0.04864016736401674,DOMAIN,Fibronectin type-III 6,PTPRD
PTPRD_921_1016_DOMAIN,921.0,1016.0,95.0,1912.0,0.049686192468619245,DOMAIN,Fibronectin type-III 7,PTPRD
PTPRD_1020_1106_DOMAIN,1020.0,1106.0,86.0,1912.0,0.04497907949790795,DOMAIN,Fibronectin type-III 8,PTPRD
PTPRD_1357_1612_DOMAIN,1357.0,1612.0,255.0,1912.0,0.13336820083682008,DOMAIN,Tyrosine-protein phosphatase 1,PTPRD
PTPRD_1644_1903_DOMAIN,1644.0,1903.0,259.0,1912.0,0.1354602510460251,DOMAIN,Tyrosine-protein phosphatase 2,PTPRD
PTPRD_180_189_REGION,180.0,189.0,9.0,1912.0,0.004707112970711297,REGION,Interaction with IL1RAPL1,PTPRD
PTPRD_181_189_REGION,181.0,189.0,8.0,1912.0,0.0041841004184100415,REGION,Mini-exon peptide A9; sufficient for interaction with IL1RAPL1,PTPRD
PTPRD_227_230_REGION,227.0,230.0,3.0,1912.0,0.0015690376569037657,REGION,Mini-exon peptide B; required for interaction with SLITRK2 and in the function in pre-synaptic differentiation; Acts as an adjustable linker to control relative positions and orientations of the PTPRD second and third immunoglobilin domains for their simultaneous interactions with the first immunoglobilin domain of IL1RAPL1 and IL1RAP; Modulates affinity for IL1RAPL1 and IL1RAP,PTPRD
PTPRD_1553_1559_REGION,1553.0,1559.0,6.0,1912.0,0.0031380753138075313,REGION,Substrate binding,PTPRD
SMARCA4_171_206_DOMAIN,171.0,206.0,35.0,1647.0,0.021250758955676987,DOMAIN,QLQ,SMARCA4
SMARCA4_460_532_DOMAIN,460.0,532.0,72.0,1647.0,0.04371584699453552,DOMAIN,HSA,SMARCA4
SMARCA4_766_931_DOMAIN,766.0,931.0,165.0,1647.0,0.10018214936247723,DOMAIN,Helicase ATP-binding,SMARCA4
SMARCA4_1084_1246_DOMAIN,1084.0,1246.0,162.0,1647.0,0.09836065573770492,DOMAIN,Helicase C-terminal,SMARCA4
SMARCA4_1477_1547_DOMAIN,1477.0,1547.0,70.0,1647.0,0.042501517911353974,DOMAIN,Bromo,SMARCA4
SMARCA4_1_282_REGION,1.0,282.0,281.0,1647.0,0.1706132361870067,REGION,Necessary for interaction with SS18L1/CREST,SMARCA4
SMARCA4_462_728_REGION,462.0,728.0,266.0,1647.0,0.16150576806314512,REGION,RNA-binding region which is sufficient for binding to lncRNA Evf2,SMARCA4
SMARCA4_837_916_REGION,837.0,916.0,79.0,1647.0,0.04796599878567092,REGION,Sufficient for interaction with DLX1,SMARCA4
SMARCA4_1247_1446_REGION,1247.0,1446.0,199.0,1647.0,0.12082574377656345,REGION,Sufficient for interaction with DLX1,SMARCA4
SMARCA4_881_884_MOTIF,881.0,884.0,3.0,1647.0,0.0018214936247723133,MOTIF,DEGH box,SMARCA4
EPHA7_32_210_DOMAIN,32.0,210.0,178.0,998.0,0.17835671342685372,DOMAIN,Eph LBD,EPHA7
EPHA7_331_441_DOMAIN,331.0,441.0,110.0,998.0,0.11022044088176353,DOMAIN,Fibronectin type-III 1,EPHA7
EPHA7_442_537_DOMAIN,442.0,537.0,95.0,998.0,0.09519038076152304,DOMAIN,Fibronectin type-III 2,EPHA7
EPHA7_633_894_DOMAIN,633.0,894.0,261.0,998.0,0.26152304609218435,DOMAIN,Protein kinase,EPHA7
EPHA7_923_987_DOMAIN,923.0,987.0,64.0,998.0,0.06412825651302605,DOMAIN,SAM,EPHA7
EPHA7_996_998_MOTIF,996.0,998.0,2.0,998.0,0.002004008016032064,MOTIF,PDZ-binding,EPHA7
RET_168_272_DOMAIN,168.0,272.0,104.0,1114.0,0.0933572710951526,DOMAIN,Cadherin,RET
RET_724_1016_DOMAIN,724.0,1016.0,292.0,1114.0,0.2621184919210054,DOMAIN,Protein kinase,RET
RET_805_807_REGION,805.0,807.0,2.0,1114.0,0.0017953321364452424,REGION,Inhibitors binding,RET
FGFR1_25_119_DOMAIN,25.0,119.0,94.0,822.0,0.11435523114355231,DOMAIN,Ig-like C2-type 1,FGFR1
FGFR1_158_246_DOMAIN,158.0,246.0,88.0,822.0,0.1070559610705596,DOMAIN,Ig-like C2-type 2,FGFR1
FGFR1_255_357_DOMAIN,255.0,357.0,102.0,822.0,0.12408759124087591,DOMAIN,Ig-like C2-type 3,FGFR1
FGFR1_478_767_DOMAIN,478.0,767.0,289.0,822.0,0.3515815085158151,DOMAIN,Protein kinase,FGFR1
FGFR1_160_177_REGION,160.0,177.0,17.0,822.0,0.02068126520681265,REGION,Heparin-binding,FGFR1
FGFR2_25_125_DOMAIN,25.0,125.0,100.0,821.0,0.1218026796589525,DOMAIN,Ig-like C2-type 1,FGFR2
FGFR2_154_247_DOMAIN,154.0,247.0,93.0,821.0,0.11327649208282582,DOMAIN,Ig-like C2-type 2,FGFR2
FGFR2_256_358_DOMAIN,256.0,358.0,102.0,821.0,0.12423873325213154,DOMAIN,Ig-like C2-type 3,FGFR2
FGFR2_481_770_DOMAIN,481.0,770.0,289.0,821.0,0.3520097442143727,DOMAIN,Protein kinase,FGFR2
FGFR2_161_178_REGION,161.0,178.0,17.0,821.0,0.020706455542021926,REGION,Heparin-binding,FGFR2
PDGFRB_33_120_DOMAIN,33.0,120.0,87.0,1106.0,0.07866184448462929,DOMAIN,Ig-like C2-type 1,PDGFRB
PDGFRB_129_210_DOMAIN,129.0,210.0,81.0,1106.0,0.07323688969258589,DOMAIN,Ig-like C2-type 2,PDGFRB
PDGFRB_214_309_DOMAIN,214.0,309.0,95.0,1106.0,0.08589511754068715,DOMAIN,Ig-like C2-type 3,PDGFRB
PDGFRB_331_403_DOMAIN,331.0,403.0,72.0,1106.0,0.0650994575045208,DOMAIN,Ig-like C2-type 4,PDGFRB
PDGFRB_416_524_DOMAIN,416.0,524.0,108.0,1106.0,0.09764918625678119,DOMAIN,Ig-like C2-type 5,PDGFRB
PDGFRB_600_962_DOMAIN,600.0,962.0,362.0,1106.0,0.32730560578661844,DOMAIN,Protein kinase,PDGFRB
PIK3CA_16_105_DOMAIN,16.0,105.0,89.0,1068.0,0.08333333333333333,DOMAIN,PI3K-ABD,PIK3CA
PIK3CA_187_289_DOMAIN,187.0,289.0,102.0,1068.0,0.09550561797752809,DOMAIN,PI3K-RBD,PIK3CA
PIK3CA_330_487_DOMAIN,330.0,487.0,157.0,1068.0,0.14700374531835206,DOMAIN,C2 PI3K-type,PIK3CA
PIK3CA_517_694_DOMAIN,517.0,694.0,177.0,1068.0,0.16573033707865167,DOMAIN,PIK helical,PIK3CA
PIK3CA_797_1068_DOMAIN,797.0,1068.0,271.0,1068.0,0.25374531835205993,DOMAIN,PI3K/PI4K,PIK3CA
TET2_1290_1303_REGION,1290.0,1303.0,13.0,2002.0,0.006493506493506494,REGION,Interaction with DNA,TET2
TET2_1896_1898_REGION,1896.0,1898.0,2.0,2002.0,0.000999000999000999,REGION,2-oxoglutarate binding,TET2
TET2_1902_1904_REGION,1902.0,1904.0,2.0,2002.0,0.000999000999000999,REGION,Substrate binding,TET2
MUTYH_364_495_DOMAIN,364.0,495.0,131.0,546.0,0.23992673992673993,DOMAIN,Nudix hydrolase,MUTYH
MUTYH_404_426_MOTIF,404.0,426.0,22.0,546.0,0.040293040293040296,MOTIF,Nudix box,MUTYH
ABL2_107_167_DOMAIN,107.0,167.0,60.0,1182.0,0.050761421319796954,DOMAIN,SH3,ABL2
ABL2_173_263_DOMAIN,173.0,263.0,90.0,1182.0,0.07614213197969544,DOMAIN,SH2,ABL2
ABL2_288_539_DOMAIN,288.0,539.0,251.0,1182.0,0.21235194585448391,DOMAIN,Protein kinase,ABL2
ABL2_2_106_REGION,2.0,106.0,104.0,1182.0,0.08798646362098139,REGION,CAP,ABL2
ABL2_694_930_REGION,694.0,930.0,236.0,1182.0,0.1996615905245347,REGION,F-actin-binding,ABL2
ABL2_1020_1182_REGION,1020.0,1182.0,162.0,1182.0,0.13705583756345177,REGION,F-actin-binding,ABL2
ABL2_427_451_MOTIF,427.0,451.0,24.0,1182.0,0.02030456852791878,MOTIF,Kinase activation loop,ABL2
ABL2_658_660_MOTIF,658.0,660.0,2.0,1182.0,0.001692047377326565,MOTIF,Nuclear localization signal,ABL2
ARFRP1,,,,201.0,,,,ARFRP1
ATM_1960_2566_DOMAIN,1960.0,2566.0,606.0,3056.0,0.19829842931937172,DOMAIN,FAT,ATM
ATM_2712_2962_DOMAIN,2712.0,2962.0,250.0,3056.0,0.08180628272251309,DOMAIN,PI3K/PI4K,ATM
ATM_3024_3056_DOMAIN,3024.0,3056.0,32.0,3056.0,0.010471204188481676,DOMAIN,FATC,ATM
ATM_1373_1382_REGION,1373.0,1382.0,9.0,3056.0,0.0029450261780104713,REGION,Interaction with ABL1,ATM
ATR_1640_2185_DOMAIN,1640.0,2185.0,545.0,2644.0,0.2061270801815431,DOMAIN,FAT,ATR
ATR_2322_2567_DOMAIN,2322.0,2567.0,245.0,2644.0,0.09266263237518911,DOMAIN,PI3K/PI4K,ATR
ATR_2612_2644_DOMAIN,2612.0,2644.0,32.0,2644.0,0.012102874432677761,DOMAIN,FATC,ATR
CARD11_18_110_DOMAIN,18.0,110.0,92.0,1154.0,0.07972270363951472,DOMAIN,CARD,CARD11
CARD11_667_755_DOMAIN,667.0,755.0,88.0,1154.0,0.07625649913344887,DOMAIN,PDZ,CARD11
CARD11_973_1140_DOMAIN,973.0,1140.0,167.0,1154.0,0.14471403812824957,DOMAIN,Guanylate kinase-like,CARD11
CBL_47_351_DOMAIN,47.0,351.0,304.0,906.0,0.3355408388520971,DOMAIN,Cbl-PTB,CBL
CBL_856_895_DOMAIN,856.0,895.0,39.0,906.0,0.04304635761589404,DOMAIN,UBA,CBL
CBL_1_357_REGION,1.0,357.0,356.0,906.0,0.39293598233995586,REGION,Sufficient for interaction with EPHB1,CBL
CBL_47_175_REGION,47.0,175.0,128.0,906.0,0.141280353200883,REGION,4H,CBL
CBL_176_248_REGION,176.0,248.0,72.0,906.0,0.07947019867549669,REGION,EF-hand-like,CBL
CBL_249_351_REGION,249.0,351.0,102.0,906.0,0.11258278145695365,REGION,SH2-like,CBL
CBL_352_380_REGION,352.0,380.0,28.0,906.0,0.03090507726269316,REGION,Linker,CBL
CBL_648_906_REGION,648.0,906.0,258.0,906.0,0.2847682119205298,REGION,Interaction with CD2AP,CBL
CD79A_33_116_DOMAIN,33.0,116.0,83.0,226.0,0.3672566371681416,DOMAIN,Ig-like C2-type,CD79A
CD79A_177_205_DOMAIN,177.0,205.0,28.0,226.0,0.12389380530973451,DOMAIN,ITAM,CD79A
CDH5_48_151_DOMAIN,48.0,151.0,103.0,784.0,0.13137755102040816,DOMAIN,Cadherin 1,CDH5
CDH5_152_258_DOMAIN,152.0,258.0,106.0,784.0,0.13520408163265307,DOMAIN,Cadherin 2,CDH5
CDH5_259_372_DOMAIN,259.0,372.0,113.0,784.0,0.1441326530612245,DOMAIN,Cadherin 3,CDH5
CDH5_373_477_DOMAIN,373.0,477.0,104.0,784.0,0.1326530612244898,DOMAIN,Cadherin 4,CDH5
CDH5_478_593_DOMAIN,478.0,593.0,115.0,784.0,0.14668367346938777,DOMAIN,Cadherin 5,CDH5
CDK8_21_335_DOMAIN,21.0,335.0,314.0,464.0,0.6767241379310345,DOMAIN,Protein kinase,CDK8
CDK8_1_15_REGION,1.0,15.0,14.0,464.0,0.03017241379310345,REGION,Interaction with CCNC,CDK8
CYP2C8,,,,490.0,,,,CYP2C8
EPHA6_34_212_DOMAIN,34.0,212.0,178.0,1036.0,0.1718146718146718,DOMAIN,Eph LBD,EPHA6
EPHA6_331_441_DOMAIN,331.0,441.0,110.0,1036.0,0.10617760617760617,DOMAIN,Fibronectin type-III 1,EPHA6
EPHA6_442_537_DOMAIN,442.0,537.0,95.0,1036.0,0.0916988416988417,DOMAIN,Fibronectin type-III 2,EPHA6
EPHA6_631_944_DOMAIN,631.0,944.0,313.0,1036.0,0.30212355212355213,DOMAIN,Protein kinase,EPHA6
EPHA6_961_1025_DOMAIN,961.0,1025.0,64.0,1036.0,0.06177606177606178,DOMAIN,SAM,EPHA6
EPHA6_1034_1036_MOTIF,1034.0,1036.0,2.0,1036.0,0.0019305019305019305,MOTIF,PDZ-binding,EPHA6
EPHB1_19_201_DOMAIN,19.0,201.0,182.0,984.0,0.18495934959349594,DOMAIN,Eph LBD,EPHB1
EPHB1_322_432_DOMAIN,322.0,432.0,110.0,984.0,0.11178861788617886,DOMAIN,Fibronectin type-III 1,EPHB1
EPHB1_433_528_DOMAIN,433.0,528.0,95.0,984.0,0.09654471544715447,DOMAIN,Fibronectin type-III 2,EPHB1
EPHB1_619_882_DOMAIN,619.0,882.0,263.0,984.0,0.26727642276422764,DOMAIN,Protein kinase,EPHB1
EPHB1_911_975_DOMAIN,911.0,975.0,64.0,984.0,0.06504065040650407,DOMAIN,SAM,EPHB1
EPHB1_982_984_MOTIF,982.0,984.0,2.0,984.0,0.0020325203252032522,MOTIF,PDZ-binding,EPHB1
FANCA_18_34_MOTIF,18.0,34.0,16.0,1455.0,0.010996563573883162,MOTIF,Nuclear localization signal,FANCA
FIP1L1_1_356_REGION,1.0,356.0,355.0,594.0,0.5976430976430976,REGION,Necessary for stimulating PAPOLA activity,FIP1L1
FIP1L1_1_111_REGION,1.0,111.0,110.0,594.0,0.18518518518518517,REGION,Sufficient for interaction with PAPOLA,FIP1L1
FIP1L1_137_243_REGION,137.0,243.0,106.0,594.0,0.17845117845117844,REGION,Sufficient for interaction with CPSF4,FIP1L1
FIP1L1_443_594_REGION,443.0,594.0,151.0,594.0,0.2542087542087542,REGION,Sufficient for interaction with CPSF1 and CSTF3,FIP1L1
FIP1L1_457_490_REGION,457.0,490.0,33.0,594.0,0.05555555555555555,REGION,Arg/Asp/Glu-rich domain,FIP1L1
HRAS_166_185_REGION,166.0,185.0,19.0,189.0,0.10052910052910052,REGION,Hypervariable region,HRAS
HRAS_32_40_MOTIF,32.0,40.0,8.0,189.0,0.042328042328042326,MOTIF,Effector region,HRAS
IDH2_134_140_REGION,134.0,140.0,6.0,452.0,0.01327433628318584,REGION,Substrate binding,IDH2
IGF1R_491_609_DOMAIN,491.0,609.0,118.0,1367.0,0.08632040965618142,DOMAIN,Fibronectin type-III 1,IGF1R
IGF1R_610_708_DOMAIN,610.0,708.0,98.0,1367.0,0.07168983174835405,DOMAIN,Fibronectin type-III 2,IGF1R
IGF1R_735_828_DOMAIN,735.0,828.0,93.0,1367.0,0.06803218727139722,DOMAIN,Fibronectin type-III 3,IGF1R
IGF1R_834_927_DOMAIN,834.0,927.0,93.0,1367.0,0.06803218727139722,DOMAIN,Fibronectin type-III 4,IGF1R
IGF1R_999_1274_DOMAIN,999.0,1274.0,275.0,1367.0,0.2011704462326262,DOMAIN,Protein kinase,IGF1R
IGF1R_977_980_MOTIF,977.0,980.0,3.0,1367.0,0.0021945866861741038,MOTIF,IRS1- and SHC1-binding,IGF1R
IKBKE_9_315_DOMAIN,9.0,315.0,306.0,716.0,0.4273743016759777,DOMAIN,Protein kinase,IKBKE
IKBKE_383_647_REGION,383.0,647.0,264.0,716.0,0.3687150837988827,REGION,Interaction with DDX3X,IKBKE
IKBKE_436_457_REGION,436.0,457.0,21.0,716.0,0.029329608938547486,REGION,Leucine-zipper,IKBKE
JAK1_34_420_DOMAIN,34.0,420.0,386.0,1154.0,0.3344887348353553,DOMAIN,FERM,JAK1
JAK1_439_544_DOMAIN,439.0,544.0,105.0,1154.0,0.09098786828422877,DOMAIN,SH2,JAK1
JAK1_583_855_DOMAIN,583.0,855.0,272.0,1154.0,0.23570190641247835,DOMAIN,Protein kinase 1,JAK1
JAK1_875_1153_DOMAIN,875.0,1153.0,278.0,1154.0,0.24090121317157712,DOMAIN,Protein kinase 2,JAK1
JAK2_37_380_DOMAIN,37.0,380.0,343.0,1132.0,0.3030035335689046,DOMAIN,FERM,JAK2
JAK2_401_482_DOMAIN,401.0,482.0,81.0,1132.0,0.0715547703180212,DOMAIN,SH2; atypical,JAK2
JAK2_545_809_DOMAIN,545.0,809.0,264.0,1132.0,0.2332155477031802,DOMAIN,Protein kinase 1,JAK2
JAK2_849_1124_DOMAIN,849.0,1124.0,275.0,1132.0,0.24293286219081273,DOMAIN,Protein kinase 2,JAK2
JAK2_1_239_REGION,1.0,239.0,238.0,1132.0,0.21024734982332155,REGION,Interaction with cytokine/interferon/growth hormone receptors,JAK2
KDR_46_110_DOMAIN,46.0,110.0,64.0,1356.0,0.0471976401179941,DOMAIN,Ig-like C2-type 1,KDR
KDR_141_207_DOMAIN,141.0,207.0,66.0,1356.0,0.048672566371681415,DOMAIN,Ig-like C2-type 2,KDR
KDR_224_320_DOMAIN,224.0,320.0,96.0,1356.0,0.07079646017699115,DOMAIN,Ig-like C2-type 3,KDR
KDR_328_414_DOMAIN,328.0,414.0,86.0,1356.0,0.06342182890855458,DOMAIN,Ig-like C2-type 4,KDR
KDR_421_548_DOMAIN,421.0,548.0,127.0,1356.0,0.09365781710914454,DOMAIN,Ig-like C2-type 5,KDR
KDR_551_660_DOMAIN,551.0,660.0,109.0,1356.0,0.0803834808259587,DOMAIN,Ig-like C2-type 6,KDR
KDR_667_753_DOMAIN,667.0,753.0,86.0,1356.0,0.06342182890855458,DOMAIN,Ig-like C2-type 7,KDR
KDR_834_1162_DOMAIN,834.0,1162.0,328.0,1356.0,0.24188790560471976,DOMAIN,Protein kinase,KDR
KMT2A_1703_1748_DOMAIN,1703.0,1748.0,45.0,3969.0,0.011337868480725623,DOMAIN,Bromo; divergent,KMT2A
KMT2A_2018_2074_DOMAIN,2018.0,2074.0,56.0,3969.0,0.014109347442680775,DOMAIN,FYR N-terminal,KMT2A
KMT2A_3666_3747_DOMAIN,3666.0,3747.0,81.0,3969.0,0.02040816326530612,DOMAIN,FYR C-terminal,KMT2A
KMT2A_3829_3945_DOMAIN,3829.0,3945.0,116.0,3969.0,0.02922650541698161,DOMAIN,SET,KMT2A
KMT2A_3953_3969_DOMAIN,3953.0,3969.0,16.0,3969.0,0.004031242126480222,DOMAIN,Post-SET,KMT2A
KMT2A_1584_1600_REGION,1584.0,1600.0,16.0,3969.0,0.004031242126480222,REGION,Interaction with histone H3K4me3,KMT2A
KMT2A_3764_3771_REGION,3764.0,3771.0,7.0,3969.0,0.001763668430335097,REGION,Interaction with WDR5,KMT2A
KMT2A_3906_3907_REGION,3906.0,3907.0,1.0,3969.0,0.0002519526329050139,REGION,S-adenosyl-L-methionine binding,KMT2A
KMT2A_2847_2855_MOTIF,2847.0,2855.0,8.0,3969.0,0.002015621063240111,MOTIF,9aaTAD,KMT2A
MAP2K1_68_361_DOMAIN,68.0,361.0,293.0,393.0,0.7455470737913485,DOMAIN,Protein kinase,MAP2K1
MAP2K1_77_78_REGION,77.0,78.0,1.0,393.0,0.002544529262086514,REGION,Inhibitor binding,MAP2K1
MAP2K1_144_146_REGION,144.0,146.0,2.0,393.0,0.005089058524173028,REGION,Inhibitor binding,MAP2K1
MAP2K1_208_212_REGION,208.0,212.0,4.0,393.0,0.010178117048346057,REGION,Inhibitor binding,MAP2K1
MAP2K1_270_307_REGION,270.0,307.0,37.0,393.0,0.09414758269720101,REGION,RAF1-binding,MAP2K1
MYCL_281_333_DOMAIN,281.0,333.0,52.0,364.0,0.14285714285714285,DOMAIN,bHLH,MYCL
MYCL_333_361_REGION,333.0,361.0,28.0,364.0,0.07692307692307693,REGION,Leucine-zipper,MYCL
PAK3_70_83_DOMAIN,70.0,83.0,13.0,559.0,0.023255813953488372,DOMAIN,CRIB,PAK3
PAK3_283_534_DOMAIN,283.0,534.0,251.0,559.0,0.4490161001788909,DOMAIN,Protein kinase,PAK3
PAK3_65_150_REGION,65.0,150.0,85.0,559.0,0.1520572450805009,REGION,Autoregulatory region,PAK3
PAK3_65_123_REGION,65.0,123.0,58.0,559.0,0.1037567084078712,REGION,GTPase-binding,PAK3
PAK3_84_282_REGION,84.0,282.0,198.0,559.0,0.3542039355992844,REGION,Linker,PAK3
PHLPP2_150_248_DOMAIN,150.0,248.0,98.0,1323.0,0.07407407407407407,DOMAIN,PH,PHLPP2
PHLPP2_785_1033_DOMAIN,785.0,1033.0,248.0,1323.0,0.1874527588813303,DOMAIN,PPM-type phosphatase,PHLPP2
PIK3CG_34_141_DOMAIN,34.0,141.0,107.0,1102.0,0.09709618874773139,DOMAIN,PI3K-ABD,PIK3CG
PIK3CG_217_309_DOMAIN,217.0,309.0,92.0,1102.0,0.08348457350272233,DOMAIN,PI3K-RBD,PIK3CG
PIK3CG_357_521_DOMAIN,357.0,521.0,164.0,1102.0,0.14882032667876588,DOMAIN,C2 PI3K-type,PIK3CG
