Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments	Fusion_Status
KDM5C	0	MSKCC-DMP	P-0008537-T01-IM5	KDM5C-AKAP4 fusion	yes	unknown	NA	unknown	KDM5C (NM_004187) rearrangement: c.1117_chrX:g.49901746del Note: The KDM5C (NM_004187) rearrangement events results in the deletion of KDM5C exons 8-26 of KDM5C. One of the breakpoints is within KDM5C exon8.	
APC	0	MSKCC-DMP	P-0024054-T01-IM6	APC-intragenic	yes	unknown	NA	unknown	APC (NM_000038) Rearrangement : c.3111_c.*2757del Note: The APC Rearrangement results in the intragenic partial deletion of exon16. One of the breakpoints is within exon16. Its functional significance is undetermined.	
PHF14	0	MSKCC-DMP	P-0021915-T01-IM6	ARID1A-PHF14 fusion	yes	unknown	NA	unknown	ARID1A (NM_006015) - PHF14 (NM_014660) rearrangement: t(1,7)(p36.11,p21.3)(chr1:g.27101386::chr7:g.11032042) Note: The ARID1A - PHF14 rearrangement is a translocation which may form a fusion of ARID1A exons 1-18 with PHF14 exons 5-17. One of the breakpoints is within ARID1A exon 18. Its functional significance is undetermined.	
ARID1A	0	MSKCC-DMP	P-0021915-T01-IM6	ARID1A-PHF14 fusion	yes	unknown	NA	unknown	ARID1A (NM_006015) - PHF14 (NM_014660) rearrangement: t(1,7)(p36.11,p21.3)(chr1:g.27101386::chr7:g.11032042) Note: The ARID1A - PHF14 rearrangement is a translocation which may form a fusion of ARID1A exons 1-18 with PHF14 exons 5-17. One of the breakpoints is within ARID1A exon 18. Its functional significance is undetermined.	
ATM	0	MSKCC-DMP	P-0024243-T01-IM6	ATM-intragenic	yes	unknown	NA	unknown	ATM (NM_000051) rearrangement: c.4109+228_c.4333del Note: The ATM rearrangement is an intragenic deletion of exons 28-29. One of the breakpoints is within exon 29. The functional significance is undetermined.	
PBK	0	MSKCC-DMP	P-0024243-T01-IM6	PRDM1-PBK fusion	yes	unknown	NA	unknown	PRDM1 (NM_001198) rearrangement: t(6;8)(q21;p21.1)(chr6:g.106555205::chr8:g.27696344) Note: The PRDM1 rearrangement is a translocation with a breakpoint within exon 7. The functional significance is undetermined.	
PRDM1	0	MSKCC-DMP	P-0024243-T01-IM6	PRDM1-PBK fusion	yes	unknown	NA	unknown	PRDM1 (NM_001198) rearrangement: t(6;8)(q21;p21.1)(chr6:g.106555205::chr8:g.27696344) Note: The PRDM1 rearrangement is a translocation with a breakpoint within exon 7. The functional significance is undetermined.	
DDX39A	0	MSKCC-DMP	P-0024205-T01-IM6	DNAJB1-DDX39A fusion	yes	unknown	NA	unknown	DNAJB1 (NM_006145) rearrangement: chr19:g.14527369_c.793-93del Note: The DNAJB1 rearrangement results in the deletion of exon 3. The functional significance is undetermined.	
DNAJB1	0	MSKCC-DMP	P-0024205-T01-IM6	DNAJB1-DDX39A fusion	yes	unknown	NA	unknown	DNAJB1 (NM_006145) rearrangement: chr19:g.14527369_c.793-93del Note: The DNAJB1 rearrangement results in the deletion of exon 3. The functional significance is undetermined.	
MGA	0	MSKCC-DMP	P-0024544-T01-IM6	MAPKBP1-MGA fusion	yes	unknown	NA	unknown	MGA (NM_001164273) - MAPKBP1 (NM_001128608) rearrangement: c.3780:MGA_c.2737-106:MAPKBP1del Note: The MGA - MAPKBP1 rearrangement is a deletion which results in the fusion of MGA exons 1-11 with MAPKBP1 exons 24-32. One of the breakpoints is within MGA exon 11. Its functional significance is undetermined.	
MAPKBP1	0	MSKCC-DMP	P-0024544-T01-IM6	MAPKBP1-MGA fusion	yes	unknown	NA	unknown	MGA (NM_001164273) - MAPKBP1 (NM_001128608) rearrangement: c.3780:MGA_c.2737-106:MAPKBP1del Note: The MGA - MAPKBP1 rearrangement is a deletion which results in the fusion of MGA exons 1-11 with MAPKBP1 exons 24-32. One of the breakpoints is within MGA exon 11. Its functional significance is undetermined.	
NOL4L	0	MSKCC-DMP	P-0024530-T01-IM6	DNMT3B-NOL4L fusion	yes	unknown	NA	unknown	DNMT3B (NM_006892) rearrangement: c.1906-133:DNMT3B_chr20:g.31140058del Note: The DNMT3B rearrangement is a deletion of exons 1-17. Its functional significance is undetermined.	
DNMT3B	0	MSKCC-DMP	P-0024530-T01-IM6	DNMT3B-NOL4L fusion	yes	unknown	NA	unknown	DNMT3B (NM_006892) rearrangement: c.1906-133:DNMT3B_chr20:g.31140058del Note: The DNMT3B rearrangement is a deletion of exons 1-17. Its functional significance is undetermined.	
LOC440982	0	MSKCC-DMP	P-0024530-T01-IM6	MAP3K13-LOC440982 fusion	yes	unknown	NA	unknown	MAP3K13 (NM_004721) rearrangement: c.569:MAP3K13_chr3:g.147659711del Note: The MAP3K13 rearrangement is a deletion of exons 1-3. One of the breakpoints is within exon 3. Its functional significance is undetermined.	
MAP3K13	0	MSKCC-DMP	P-0024530-T01-IM6	MAP3K13-LOC440982 fusion	yes	unknown	NA	unknown	MAP3K13 (NM_004721) rearrangement: c.569:MAP3K13_chr3:g.147659711del Note: The MAP3K13 rearrangement is a deletion of exons 1-3. One of the breakpoints is within exon 3. Its functional significance is undetermined.	
TCF3	0	MSKCC-DMP	P-0025146-T01-IM6	ABHD17A-TCF3 fusion	yes	unknown	NA	unknown	TCF3 (NM_001136139) rearrangement: c.1620:TCF3_chr19:g.1878693inv Note: The TCF3 rearrangement is an inversion of exons 1-17. One of the breakpoints is within TCF3 exon 17. Its functional significance is undetermined.	
ABHD17A	0	MSKCC-DMP	P-0025146-T01-IM6	ABHD17A-TCF3 fusion	yes	unknown	NA	unknown	TCF3 (NM_001136139) rearrangement: c.1620:TCF3_chr19:g.1878693inv Note: The TCF3 rearrangement is an inversion of exons 1-17. One of the breakpoints is within TCF3 exon 17. Its functional significance is undetermined.	
GOT1L1	0	MSKCC-DMP	P-0025146-T01-IM6	WHSC1L1-GOT1L1 fusion	yes	unknown	NA	unknown	GOT1L1 (NM_152413) - WHSC1L1 (NM_023034) rearrangement: c.-2723:GOT1L1_c.2122:WHSC1L1dup Note: The WHSC1L1 - GOT1L1 rearrangement  is a duplication which may result in the fusion of the GOT1L1 promoter region to WHSC1L1 exons 12-24. One of the breakpoints is within WHSC1L1 exon 12. Its functional significance is undetermined.	
WHSC1L1	0	MSKCC-DMP	P-0025146-T01-IM6	WHSC1L1-GOT1L1 fusion	yes	unknown	NA	unknown	GOT1L1 (NM_152413) - WHSC1L1 (NM_023034) rearrangement: c.-2723:GOT1L1_c.2122:WHSC1L1dup Note: The WHSC1L1 - GOT1L1 rearrangement  is a duplication which may result in the fusion of the GOT1L1 promoter region to WHSC1L1 exons 12-24. One of the breakpoints is within WHSC1L1 exon 12. Its functional significance is undetermined.	
KMT2D	0	MSKCC-DMP	P-0025224-T01-IM6	GNA12-KMT2D fusion	yes	unknown	NA	unknown	KMT2D (NM_003482) - GNA12 (NM_007353) rearrangement: t(7;12)(p22.2;q13.12)(chr7:g.2773245::chr12:g.49433712) Note: The KMT2D - GNA12 rearrangement is a translocation which results in the fusion of KMT2D exons 1-31 with GNA12 exons 3-4. One of the breakpoints is within KMT2D exon 13. Its functional significance is undetermined.	
GNA12	0	MSKCC-DMP	P-0025224-T01-IM6	GNA12-KMT2D fusion	yes	unknown	NA	unknown	KMT2D (NM_003482) - GNA12 (NM_007353) rearrangement: t(7;12)(p22.2;q13.12)(chr7:g.2773245::chr12:g.49433712) Note: The KMT2D - GNA12 rearrangement is a translocation which results in the fusion of KMT2D exons 1-31 with GNA12 exons 3-4. One of the breakpoints is within KMT2D exon 13. Its functional significance is undetermined.	
SMARCA4	0	MSKCC-DMP	P-0025224-T01-IM6	SNAR-E-SMARCA4 fusion	yes	unknown	NA	unknown	SMARCA4 (NM_003072) rearrangement: c.1762-39:SMARCA4_chr19:g.47315659inv Note: The SMARCA4 rearrangement is an inversion of exons 11-35. Its functional significance is undetermined.	
SNAR-E	0	MSKCC-DMP	P-0025224-T01-IM6	SNAR-E-SMARCA4 fusion	yes	unknown	NA	unknown	SMARCA4 (NM_003072) rearrangement: c.1762-39:SMARCA4_chr19:g.47315659inv Note: The SMARCA4 rearrangement is an inversion of exons 11-35. Its functional significance is undetermined.	
SETD2	0	MSKCC-DMP	P-0025224-T01-IM6	SETD2-intragenic	yes	unknown	NA	unknown	SETD2 (NM_014159) rearrangement: c.72-8337_c.669del Note: The SETD2 rearrangement ia an intragenic deletion of exons 2-3. One of the breakpoints is within exon 3. Its functional significance is undetermined.	
CDH1	0	MSKCC-DMP	P-0001260-T01-IM3	CDH1-intragenic	yes	unknown	NA	in frame	None	
METTL2B	0	MSKCC-DMP	P-0002305-T01-IM3	BRAF-METTL2B fusion	yes	unknown	NA	unknown	null	
BRAF	0	MSKCC-DMP	P-0002305-T01-IM3	BRAF-METTL2B fusion	yes	unknown	NA	unknown	null	
ATR	0	MSKCC-DMP	P-0002469-T01-IM3	ATR-intragenic	yes	unknown	NA	unknown	null slightly amplified but good read support	
STK11	0	MSKCC-DMP	P-0002758-T01-IM3	MIDN-STK11 fusion	yes	unknown	NA	unknown	null	
MIDN	0	MSKCC-DMP	P-0002758-T01-IM3	MIDN-STK11 fusion	yes	unknown	NA	unknown	null	
ROS1	0	MSKCC-DMP	P-0003970-T01-IM5	EZR-ROS1 fusion	yes	unknown	NA	out of frame	ROS1 (NM_002944) - EZR ( NM_003379 ) rearrangement:  c.1090+142C:EZR_c.5366+794T:ROS1del The ROS1 (NM_002944) - EZR ( NM_003379 ) rearrangement is a deletion that results in the fusion of exons 1-9 of EZR with exons 33-43 of ROS1. (PMID: 22327623)	
EZR	0	MSKCC-DMP	P-0003970-T01-IM5	EZR-ROS1 fusion	yes	unknown	NA	out of frame	ROS1 (NM_002944) - EZR ( NM_003379 ) rearrangement:  c.1090+142C:EZR_c.5366+794T:ROS1del The ROS1 (NM_002944) - EZR ( NM_003379 ) rearrangement is a deletion that results in the fusion of exons 1-9 of EZR with exons 33-43 of ROS1. (PMID: 22327623)	
RAD51	0	MSKCC-DMP	P-0004518-T01-IM5	RAD51-intragenic	yes	unknown	NA	unknown	RAD51 (NM_002875) Rearrangement :  c.531-1626_628dup Note: The RAD51 (NM_002875) Rearrangement results in the intragenic duplication of exon 7.The breakpoint is within exon7.Its functional significance is undetermined.	
EGFR	0	MSKCC-DMP	P-0004961-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) rearrangement : c.2062-143_3115-117dup Note: The EGFR (NM_005228) rearrangement event results in the tandem internal duplication of EGFR exons 18-25.	
EGFR	0	MSKCC-DMP	P-0005539-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) rearrangement: c.560-2114_c.889+752del The EGFR (NM_005228) rearrangement is an intragenic in frame deletion of EGFR exons 5-7. The functional significance is undetermined	
C15orf54	0	MSKCC-DMP	P-0006667-T01-IM5	MGA-C15orf54 fusion	yes	unknown	NA	unknown	MGA (NM_001164273)  Rearrangement : chr15:g.39563018_c.7042:MGAdel Note: The MGA (NM_001164273)  Rearrangement results in the deletion of exons 1 to 17 of MGA. The breakpoint is within exon 17. Its functional signficance is undetermined.	
MGA	0	MSKCC-DMP	P-0006667-T01-IM5	MGA-C15orf54 fusion	yes	unknown	NA	unknown	MGA (NM_001164273)  Rearrangement : chr15:g.39563018_c.7042:MGAdel Note: The MGA (NM_001164273)  Rearrangement results in the deletion of exons 1 to 17 of MGA. The breakpoint is within exon 17. Its functional signficance is undetermined.	
EGFR	0	MSKCC-DMP	P-0006667-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion : c.89-17807_c.889+519del	
EGFR	0	MSKCC-DMP	P-0006768-T01-IM5	EGFR-intragenic	yes	unknown	NA	unknown	EGFR (NM_00522) rearrangement : c.89-37153:EGFR_c.890-500inv The EGFR (NM_00522) rearrangement event results in the inversion of EGFR exon 2-8. The functional significance is undetermined.	
DNMT1	0	MSKCC-DMP	P-0006842-T01-IM5	AP1M2-DNMT1 fusion	yes	unknown	NA	unknown	DNMT1 (NM_001379) - AP1M2 (NM_005498) rearrangement :  c.1036:DNMT1_c.-2215:AP1M2dup The DNMT1 (NM_001379) - AP1M2 (NM_005498) rearrangement is a duplication that results in the fusion of DNMT1 exons 1-15 with AP1M2 exons 1-12. One of the breakpoints is within exon15 of DNMT1 and the other breakpoint is 2kb before transcription start of AP1M2. Its functional significance is undetermined.	
AP1M2	0	MSKCC-DMP	P-0006842-T01-IM5	AP1M2-DNMT1 fusion	yes	unknown	NA	unknown	DNMT1 (NM_001379) - AP1M2 (NM_005498) rearrangement :  c.1036:DNMT1_c.-2215:AP1M2dup The DNMT1 (NM_001379) - AP1M2 (NM_005498) rearrangement is a duplication that results in the fusion of DNMT1 exons 1-15 with AP1M2 exons 1-12. One of the breakpoints is within exon15 of DNMT1 and the other breakpoint is 2kb before transcription start of AP1M2. Its functional significance is undetermined.	
C10orf76	0	MSKCC-DMP	P-0006869-T01-IM5	MDC1-C10orf76 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) - C10orf76 (NM_024541) rearrangement: t(6;10)(p21.33;q24.32)(chr6:g.30671699::chr10:g.103741063) The MDC1 (NM_014641) rearrangement is a translocation which may result in a truncated MDC1. The functional significance is undetermined.	
MDC1	0	MSKCC-DMP	P-0006869-T01-IM5	MDC1-C10orf76 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) - C10orf76 (NM_024541) rearrangement: t(6;10)(p21.33;q24.32)(chr6:g.30671699::chr10:g.103741063) The MDC1 (NM_014641) rearrangement is a translocation which may result in a truncated MDC1. The functional significance is undetermined.	
MDC1	0	MSKCC-DMP	P-0006869-T01-IM5	SPOCK1-MDC1 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) rearrangement: t(5;6)( q31.1;p21.33)(chr5:g.136020145::chr6:g.30671642) The MDC1 (NM_014641) rearrangement is a translocation which may result in a truncated MDC1. The functional significance is undetermined.	
SPOCK1	0	MSKCC-DMP	P-0006869-T01-IM5	SPOCK1-MDC1 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) rearrangement: t(5;6)( q31.1;p21.33)(chr5:g.136020145::chr6:g.30671642) The MDC1 (NM_014641) rearrangement is a translocation which may result in a truncated MDC1. The functional significance is undetermined.	
RBM24	0	MSKCC-DMP	P-0006869-T01-IM5	MDC1-RBM24 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) rearrangement: c.5400:MDC1_chr6:g.17200957inv The MDC1 (NM_014641) rearrangement is an inversion (13470603 bp) which may result in a truncated MDC1. The functional significance is undetermined.	
MDC1	0	MSKCC-DMP	P-0006869-T01-IM5	MDC1-RBM24 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) rearrangement: c.5400:MDC1_chr6:g.17200957inv The MDC1 (NM_014641) rearrangement is an inversion (13470603 bp) which may result in a truncated MDC1. The functional significance is undetermined.	
CREBBP	0	MSKCC-DMP	P-0007114-T01-IM5	CREBBP-intragenic	yes	unknown	NA	in frame	CREBBP (NM_004380) rearrangement :  c.2463+552_5173-158del Note: The CREBBP (NM_004380) rearrangement results in the intragenic deletion of exons 14 to 30. Its functional significance is undetermined.	
IRS2	0	MSKCC-DMP	P-0007281-T01-IM5	IRS2-intragenic	yes	unknown	NA	unknown	IRS2 (NM_003749) rearrangement: c.*72_chr13.g.110398923del The IRS2 (NM_003749) rearrangement is a deletion with a breakpoint within the 3-UTR of IRS2. The functional significance is undetermined.	
EGFR	0	MSKCC-DMP	P-0007504-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII deletion: c.88+15394_c.890-689del	
CST7	0	MSKCC-DMP	P-0007917-T01-IM5	FAM175A-CST7 fusion	yes	unknown	NA	unknown	FAM175A (NM_139076) rearrangement : t(4;20)(q21.23;p11.21)(chr4:g.84397854::chr20:g.24802754) Note: The FAM175A (NM_139076) rearrangement event results in a truncation of FAM175A exons 3-9. Significance of this event is undetermined.	
FAM175A	0	MSKCC-DMP	P-0007917-T01-IM5	FAM175A-CST7 fusion	yes	unknown	NA	unknown	FAM175A (NM_139076) rearrangement : t(4;20)(q21.23;p11.21)(chr4:g.84397854::chr20:g.24802754) Note: The FAM175A (NM_139076) rearrangement event results in a truncation of FAM175A exons 3-9. Significance of this event is undetermined.	
ETV6	0	MSKCC-DMP	P-0007927-T01-IM5	ABCC9-ETV6 fusion	yes	unknown	NA	out of frame	ETV6 (NM_001987) - ABCC9 (NM_020297) rearrangement: c.464-6738:ETV6_c.3473-739:ABCC9inv   ETV6 (NM_001987) - ABCC9 (NM_020297) rearrangement is an inversion that results in the fusion of ETV6 exons 1 to 4 with ABCC9 exons 28 to 38. Its functional significance is undetermined.	
ABCC9	0	MSKCC-DMP	P-0007927-T01-IM5	ABCC9-ETV6 fusion	yes	unknown	NA	out of frame	ETV6 (NM_001987) - ABCC9 (NM_020297) rearrangement: c.464-6738:ETV6_c.3473-739:ABCC9inv   ETV6 (NM_001987) - ABCC9 (NM_020297) rearrangement is an inversion that results in the fusion of ETV6 exons 1 to 4 with ABCC9 exons 28 to 38. Its functional significance is undetermined.	
ETV6	0	MSKCC-DMP	P-0007927-T01-IM5	FGFR1OP2-ETV6 fusion	yes	unknown	NA	unknown	FGFR1OP2 (NM_015633) - ETV6 (NM_001987) rearrangement: c.1009+6121:ETV6_c.-14-5021:FGFR1OP2dup FGFR1OP2 (NM_015633) - ETV6 (NM_001987) rearrangement is a duplication that results in the fusion of 5-UTR of FGFR1OP2 with ETV6 exons 6 to 13. Its functional significance is undetermined.	
FGFR1OP2	0	MSKCC-DMP	P-0007927-T01-IM5	FGFR1OP2-ETV6 fusion	yes	unknown	NA	unknown	FGFR1OP2 (NM_015633) - ETV6 (NM_001987) rearrangement: c.1009+6121:ETV6_c.-14-5021:FGFR1OP2dup FGFR1OP2 (NM_015633) - ETV6 (NM_001987) rearrangement is a duplication that results in the fusion of 5-UTR of FGFR1OP2 with ETV6 exons 6 to 13. Its functional significance is undetermined.	
CDKN2A	0	MSKCC-DMP	P-0007977-T01-IM5	CDKN2BAS-CDKN2A fusion	yes	unknown	NA	unknown	CDKN2Ap14ARF (NM_058195) rearrangement : c.438:CDKN2Ap14ARF_chr9:g.22065752del    CDKN2Ap16INK4A (NM_000077) rearrangement : c.272:CDKN2Ap16INK4A_chr9:g.22065752del Note: The CDKN2Ap14ARF (NM_058195) rearrangement event results in the deletion of CDKN2Ap14ARF exons 1-2. One of the breakpoints is within CDKN2Ap14ARF exon2.    Note: The CDKN2Ap16INK4A (NM_000077) rearrangement event results in the deletion of CDKN2Ap16INK4A exons 1-2. One of the breakpoints is within CDKN2Ap16INK4A exon2.	
CDKN2BAS	0	MSKCC-DMP	P-0007977-T01-IM5	CDKN2BAS-CDKN2A fusion	yes	unknown	NA	unknown	CDKN2Ap14ARF (NM_058195) rearrangement : c.438:CDKN2Ap14ARF_chr9:g.22065752del    CDKN2Ap16INK4A (NM_000077) rearrangement : c.272:CDKN2Ap16INK4A_chr9:g.22065752del Note: The CDKN2Ap14ARF (NM_058195) rearrangement event results in the deletion of CDKN2Ap14ARF exons 1-2. One of the breakpoints is within CDKN2Ap14ARF exon2.    Note: The CDKN2Ap16INK4A (NM_000077) rearrangement event results in the deletion of CDKN2Ap16INK4A exons 1-2. One of the breakpoints is within CDKN2Ap16INK4A exon2.	
SETD2	0	MSKCC-DMP	P-0008080-T01-IM5	IP6K1-SETD2 fusion	yes	unknown	NA	unknown	IP6K1 (NM_153273) - SETD2 (NM_014159) rearrangement: c.-129+8864:IP6K1_c:6110-1:SETD2del Note: The IP6K1 (NM_153273) - SETD2 (NM_014159) rearrangement event is a deletion which results in the fusion between 5-UTR of IP6K1 and SETD2 exons 14-24. The functional significance is undetermined.	
IP6K1	0	MSKCC-DMP	P-0008080-T01-IM5	IP6K1-SETD2 fusion	yes	unknown	NA	unknown	IP6K1 (NM_153273) - SETD2 (NM_014159) rearrangement: c.-129+8864:IP6K1_c:6110-1:SETD2del Note: The IP6K1 (NM_153273) - SETD2 (NM_014159) rearrangement event is a deletion which results in the fusion between 5-UTR of IP6K1 and SETD2 exons 14-24. The functional significance is undetermined.	
NF1	0	MSKCC-DMP	P-0008161-T01-IM5	NF1-intragenic	yes	unknown	NA	in frame	NF1 (NM_001042492) rearrangement: c.655-91_c.889-8627dup The NF1 (NM_001042492) rearrangement is an in frame duplication of exons 7-8 of NF1.	
GPS2	0	MSKCC-DMP	P-0008168-T01-IM5	TNFSF12-GPS2 fusion	yes	unknown	NA	unknown	GPS2 (NM_004489) rearrangement: c.634+21_chr17:g.439993dup The GPS2 (NM_004489) rearrangement is a duplication exons 1-7 of GPS2. The functional significance is undetermined.	
TNFSF12	0	MSKCC-DMP	P-0008168-T01-IM5	TNFSF12-GPS2 fusion	yes	unknown	NA	unknown	GPS2 (NM_004489) rearrangement: c.634+21_chr17:g.439993dup The GPS2 (NM_004489) rearrangement is a duplication exons 1-7 of GPS2. The functional significance is undetermined.	
ETV6	0	MSKCC-DMP	P-0008434-T01-IM5	LMO3-ETV6 fusion	yes	unknown	NA	unknown	ETV6 (NM_001987) rearrangement : c.464-5719:ETV6_chr12:17005932dup Note: The ETV6 (NM_001987) rearrangement event is a duplication involving ETV6 exons 5-8.	
LMO3	0	MSKCC-DMP	P-0008434-T01-IM5	LMO3-ETV6 fusion	yes	unknown	NA	unknown	ETV6 (NM_001987) rearrangement : c.464-5719:ETV6_chr12:17005932dup Note: The ETV6 (NM_001987) rearrangement event is a duplication involving ETV6 exons 5-8.	
ATRX	0	MSKCC-DMP	P-0008434-T01-IM5	ATRX-intragenic	yes	unknown	NA	unknown	ATRX (NM_000489) rearrangement : c.3809+3373_3972del Note: The ATRX (NM_000489) rearrangement event results in the deletion of ATRX exons 11-12. One of the breakpoints is within ATRX exon12.	
ETV6	0	MSKCC-DMP	P-0009324-T02-IM5	BCL2L14-ETV6 fusion	yes	unknown	NA	unknown	ETV6 (NM_001987) Rearrangement :  c.464-1400_chr12:g.12149453del Note: The ETV6 (NM_001987) Rearrangement  results in the intragenic deletion of exons 5-8 of ETV6.Its functional significance is undetermined.	
BCL2L14	0	MSKCC-DMP	P-0009324-T02-IM5	BCL2L14-ETV6 fusion	yes	unknown	NA	unknown	ETV6 (NM_001987) Rearrangement :  c.464-1400_chr12:g.12149453del Note: The ETV6 (NM_001987) Rearrangement  results in the intragenic deletion of exons 5-8 of ETV6.Its functional significance is undetermined.	
CDKN2B	0	MSKCC-DMP	P-0009347-T01-IM5	CDKN2BAS-CDKN2B fusion	yes	unknown	NA	unknown	CDKN2B (NM_004936) rearrangement : c.341_chr9:g.22015263inv Note: The CDKN2B (NM_004936) rearrangement event results in the inversion of CDKN2B exons 1-2. One of the breakpoints is within CDKN2B exon2.	
CDKN2BAS	0	MSKCC-DMP	P-0009347-T01-IM5	CDKN2BAS-CDKN2B fusion	yes	unknown	NA	unknown	CDKN2B (NM_004936) rearrangement : c.341_chr9:g.22015263inv Note: The CDKN2B (NM_004936) rearrangement event results in the inversion of CDKN2B exons 1-2. One of the breakpoints is within CDKN2B exon2.	
DEPDC6	0	MSKCC-DMP	P-0009364-T01-IM5	COL14A1-DEPDC6 fusion	yes	unknown	NA	in frame	DEPTOR (NM_022783) - COL14A1(NM_021110) rearrangement: c.604+16843:DEPTOR_c.437-13404:COL14A1del Note: The DEPTOR (NM_022783) - COL14A1(NM_021110) rearrangement is a deletion that results in an in-frame fusion of DEPTOR exons 1-4 with COL14A1 exons 6-48. The functional significance of this rearrangement is undetermined.	
COL14A1	0	MSKCC-DMP	P-0009364-T01-IM5	COL14A1-DEPDC6 fusion	yes	unknown	NA	in frame	DEPTOR (NM_022783) - COL14A1(NM_021110) rearrangement: c.604+16843:DEPTOR_c.437-13404:COL14A1del Note: The DEPTOR (NM_022783) - COL14A1(NM_021110) rearrangement is a deletion that results in an in-frame fusion of DEPTOR exons 1-4 with COL14A1 exons 6-48. The functional significance of this rearrangement is undetermined.	
FOXP1	0	MSKCC-DMP	P-0009364-T01-IM5	FOXP1-intragenic	yes	unknown	NA	unknown	FOXP1 (NM_001244814) rearrangement: c.1433_c.1147-3266inv Note: The FOXP1 (NM_001244814) rearrangement results in inversion of FOXP1 exons 11-13. One of the breakpoints is within exon 13. The functional significance of this rearrangement is undetermined.	
GATA3	0	MSKCC-DMP	P-0009431-T01-IM5	LOC100128811-GATA3 fusion	yes	unknown	NA	unknown	GATA3 (NM_002051) rearrangement : c.192:GATA3_chr10:g.25463753inv Note: The GATA3 (NM_002051) rearrangement event results in the inversion of GATA3 exons 2-6.	
LOC100128811	0	MSKCC-DMP	P-0009431-T01-IM5	LOC100128811-GATA3 fusion	yes	unknown	NA	unknown	GATA3 (NM_002051) rearrangement : c.192:GATA3_chr10:g.25463753inv Note: The GATA3 (NM_002051) rearrangement event results in the inversion of GATA3 exons 2-6.	
EGFR	0	MSKCC-DMP	P-0009451-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion :c.89-7969_889+594del	
KEAP1	0	MSKCC-DMP	P-0009714-T01-IM5	KEAP1-intragenic	yes	unknown	NA	unknown	KEAP1 (NM_203500) Rearrangement: c.1325+658_c.1617del Note: KEAP1 (NM_203500) Rearrangement results in the deletion of exons 4 and 5 of KEAP1. One of the breakpoints is within exon5 of KEAP1. Its functional significance is undetermined.	
EGFR	0	MSKCC-DMP	P-0010344-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) VIII intragenic deletion : c.88+33157_889+751del	
BRAF	0	MSKCC-DMP	P-0010945-T01-IM5	AGK-BRAF fusion	yes	unknown	NA	in frame	AGK (NM_018238) - BRAF (NM_004333) rearrangement :  c.101+12646:AGK_c.980+2552:BRAFinv Note: The AGK-BRAF rearrangement is an inversion which results in the fusion of AGK exons 1-2 with BRAF exons 8-18. The resulting fusion is predicted to be in-frame and includes the kinase domain of BRAF.	
AGK	0	MSKCC-DMP	P-0010945-T01-IM5	AGK-BRAF fusion	yes	unknown	NA	in frame	AGK (NM_018238) - BRAF (NM_004333) rearrangement :  c.101+12646:AGK_c.980+2552:BRAFinv Note: The AGK-BRAF rearrangement is an inversion which results in the fusion of AGK exons 1-2 with BRAF exons 8-18. The resulting fusion is predicted to be in-frame and includes the kinase domain of BRAF.	
ANKRD11	0	MSKCC-DMP	P-0013232-T01-IM5	SPG7-ANKRD11 fusion	yes	unknown	NA	unknown	ANKRD11 (NM_013275) - SPG7 (NM_003119) rearrangement: c.2449:ANKRD11_c.184-519:SPG7del Note: The ANKRD11 - SPG7 rearrangement is a deletion which includes exons 1-9 of ANKRD11. One of the breakpoints is within exon 9 of ANKRD11. The functional significance is unknown.	
SPG7	0	MSKCC-DMP	P-0013232-T01-IM5	SPG7-ANKRD11 fusion	yes	unknown	NA	unknown	ANKRD11 (NM_013275) - SPG7 (NM_003119) rearrangement: c.2449:ANKRD11_c.184-519:SPG7del Note: The ANKRD11 - SPG7 rearrangement is a deletion which includes exons 1-9 of ANKRD11. One of the breakpoints is within exon 9 of ANKRD11. The functional significance is unknown.	
PDGFRA	0	MSKCC-DMP	P-0014071-T01-IM5	PDGFRA-intragenic	yes	unknown	NA	unknown	PDGFRA (NM_006206) rearrangement: c.414_c.1001del Note: The PDGFRA rearrangement is an intragenic deletion of exons 4-7. The breakpoints are within exons 4 and 7.	
EIF5A	0	MSKCC-DMP	P-0014682-T01-IM6	TP53-EIF5A fusion	yes	unknown	NA	unknown	TP53 (NM_000546) rearrangement: chr17:g.7209489_c.672+10:TP53del Note: The TP53 rearrangement is a deletion of exons 7-11.	
